90655083,0,61,2014-5-1 0:09:26
90655083,0,61,2014-5-1 0:09:48
1975036188,0,2,2014-5-12 16:15:13
1975036188,0,2,2014-5-12 16:15:44
90655083,0,61,2014-5-1 0:09:26
90655083,0,61,2014-5-1 0:09:48
1975036188,0,2,2014-5-12 16:15:13
1975036188,0,2,2014-5-12 16:15:44
3295523869,0,7,2014-5-17 8:40:04
1149088797,0,7,2014-5-17 9:32:40
3313938460,0,7,2014-5-17 10:25:53
1959441693,0,7,2014-5-17 10:42:05
2495722525,0,7,2014-5-17 10:42:07
874230813,0,7,2014-5-17 10:46:23
3570381341,0,7,2014-5-17 11:06:54
2761995293,0,7,2014-5-17 12:05:37
3841831453,0,7,2014-5-17 12:05:40
3573264925,0,7,2014-5-17 12:12:53
338211869,0,7,2014-5-17 12:13:20
1692381725,0,7,2014-5-17 12:23:58
3032265245,0,7,2014-5-17 12:25:38
3559306269,0,7,2014-5-17 12:25:43
1693430301,0,7,2014-5-17 12:34:52
3303518749,0,7,2014-5-17 12:38:12
336114717,0,7,2014-5-17 12:47:36
1156166173,0,7,2014-5-17 12:47:37
72004637,0,7,2014-5-17 12:47:39
3838292765,0,7,2014-5-17 12:51:10
1421587229,0,7,2014-5-17 12:51:12
2223354909,0,7,2014-5-17 12:57:44
605664285,0,7,2014-5-17 12:57:48
1421587229,0,7,2014-5-17 13:17:21
2226566429,0,7,2014-5-17 13:24:49
615560477,0,7,2014-5-17 13:26:54
1954788381,0,7,2014-5-17 13:28:39
3569333533,0,7,2014-5-17 13:28:42
3560748061,0,7,2014-5-17 13:33:26
887141661,0,7,2014-5-17 13:37:41
2223617053,0,7,2014-5-17 13:45:00
607499293,0,7,2014-5-17 13:45:41
613069853,0,7,2014-5-17 13:47:38
1149547293,0,7,2014-5-17 13:50:19
3302076957,0,7,2014-5-17 13:56:04
875738141,0,7,2014-5-17 14:08:09
1145353245,0,7,2014-5-17 14:11:30
2230825501,0,7,2014-5-17 14:19:50
1961996829,0,7,2014-5-17 14:19:51
2228662813,0,7,2014-5-17 14:21:22
875213853,0,7,2014-5-17 14:25:33
2228598045,0,7,2014-5-17 14:25:36
3024401437,0,7,2014-5-17 14:27:29
1951380509,0,7,2014-5-17 14:28:09
1692643869,0,7,2014-5-17 14:35:30
2228073757,0,7,2014-5-17 14:35:43
3559830557,0,7,2014-5-17 14:35:48
1692643869,0,7,2014-5-17 14:36:03
2486940701,0,7,2014-5-17 14:36:50
616608285,0,7,2014-5-17 14:38:47
1949873181,0,7,2014-5-17 14:39:10
1681241117,0,7,2014-5-17 14:39:12
1949873181,0,7,2014-5-17 14:39:15
1681241117,0,7,2014-5-17 14:39:17
1949873181,0,7,2014-5-17 14:39:19
1681241117,0,7,2014-5-17 14:39:21
3024729117,0,7,2014-5-17 14:48:47
2227483421,0,7,2014-5-17 14:50:28
3572216349,0,7,2014-5-17 14:50:32
80065565,0,7,2014-5-17 14:50:37
1156625181,0,7,2014-5-17 14:50:39
2217128989,0,7,2014-5-17 14:50:42
2752492317,0,7,2014-5-17 14:52:26
1157083677,0,7,2014-5-17 14:54:13
3834229533,0,7,2014-5-17 14:54:31
3033051933,0,7,2014-5-17 15:03:39
3304829469,0,7,2014-5-17 15:03:43
3836261661,0,7,2014-5-17 15:05:15
338670621,0,7,2014-5-17 15:05:21
1153479709,0,7,2014-5-17 15:06:16
2487137309,0,7,2014-5-17 15:08:08
3299194141,0,7,2014-5-17 15:12:36
2488972317,0,7,2014-5-17 15:12:38
1154462749,0,7,2014-5-17 15:15:37
3296899869,0,7,2014-5-17 15:15:44
3836065053,0,7,2014-5-17 15:17:12
2223682589,0,7,2014-5-17 15:17:13
618574365,0,7,2014-5-17 15:32:14
1413592093,0,7,2014-5-17 15:32:15
2215097117,0,7,2014-5-17 15:34:03
2230432285,0,7,2014-5-17 15:34:17
880718621,0,7,2014-5-17 15:34:22
4095456285,0,7,2014-5-17 15:34:27
3559371805,0,7,2014-5-17 15:34:50
3304632861,0,7,2014-5-17 15:35:00
617132829,0,7,2014-5-17 15:35:44
2228860189,0,7,2014-5-17 15:49:02
1958523677,0,7,2014-5-17 15:57:54
338342941,0,7,2014-5-17 15:57:57
1686156317,0,7,2014-5-17 15:57:58
1152300317,0,7,2014-5-17 15:58:20
1683338269,0,7,2014-5-17 16:05:01
82096669,0,7,2014-5-17 16:05:06
3299390749,0,7,2014-5-17 16:05:37
3839210013,0,7,2014-5-17 16:05:39
1688778013,0,7,2014-5-17 16:08:31
1685828637,0,7,2014-5-17 16:09:58
1681044509,0,7,2014-5-17 16:10:06
3032200477,0,7,2014-5-17 16:12:26
884716317,0,7,2014-5-17 16:15:23
1690678045,0,7,2014-5-17 16:15:26
1952101405,0,7,2014-5-17 16:17:49
607499293,0,7,2014-5-17 16:20:57
2223617053,0,7,2014-5-17 16:20:59
4105286941,0,7,2014-5-17 16:27:54
3828986909,0,7,2014-5-17 16:30:53
1678423069,0,7,2014-5-17 16:33:02
4106269213,0,9,2014-5-19 9:40:57
3836720413,0,9,2014-5-19 9:41:00
1410642973,0,9,2014-5-19 9:41:04
70693917,0,9,2014-5-19 9:41:07
2759963421,0,9,2014-5-19 10:10:32
3288577053,0,9,2014-5-19 10:16:07
3837506333,0,9,2014-5-19 10:16:11
83407645,0,9,2014-5-19 10:16:13
3828659229,0,9,2014-5-19 10:18:42
2497360413,0,9,2014-5-19 10:25:24
338146333,0,9,2014-5-19 10:31:23
2763961629,0,9,2014-5-19 10:33:41
3295917085,0,9,2014-5-19 10:39:30
80065821,0,9,2014-5-19 10:46:06
1678488349,0,9,2014-5-19 10:46:08
604943389,0,9,2014-5-19 10:46:31
3571757597,0,9,2014-5-19 10:48:16
1145943069,0,9,2014-5-19 10:48:18
2495722781,0,9,2014-5-19 10:52:36
1957541149,0,9,2014-5-19 10:52:58
2495263517,0,9,2014-5-19 10:53:07
4105483549,0,9,2014-5-19 10:53:36
873378845,0,9,2014-5-19 10:53:39
348042013,0,9,2014-5-19 10:57:04
3030758429,0,9,2014-5-19 10:57:07
3032790301,0,9,2014-5-19 11:00:16
1678029853,0,9,2014-5-19 11:04:31
1678881565,0,9,2014-5-19 11:06:31
2222961437,0,9,2014-5-19 11:30:46
3835474973,0,9,2014-5-19 11:32:34
1684648989,0,9,2014-5-19 11:45:50
1692250653,0,9,2014-5-19 11:45:53
3299390493,0,9,2014-5-19 11:54:12
617067293,0,9,2014-5-19 11:54:25
874558493,0,9,2014-5-19 11:58:41
1149481757,0,9,2014-5-19 11:58:45
3299390493,0,9,2014-5-19 11:58:57
617067293,0,9,2014-5-19 11:59:01
1420080157,0,9,2014-5-19 12:03:08
79868445,0,9,2014-5-19 12:12:41
2225779741,0,9,2014-5-19 12:12:44
3304567581,0,9,2014-5-19 12:15:48
2485826589,0,9,2014-5-19 12:17:02
1419818013,0,9,2014-5-19 12:27:42
2216997917,0,9,2014-5-19 12:27:45
1692840733,0,9,2014-5-19 12:27:47
882750493,0,9,2014-5-19 12:37:53
883930141,0,9,2014-5-19 12:42:06
3567432733,0,9,2014-5-19 12:42:35
3560223773,0,9,2014-5-19 12:43:06
1960424733,0,9,2014-5-19 12:43:16
2761274397,0,9,2014-5-19 12:56:51
3838489629,0,9,2014-5-19 12:56:54
2751575069,0,9,2014-5-19 13:18:26
616477981,0,9,2014-5-19 13:27:08
2485826589,0,9,2014-5-19 13:27:21
2752230173,0,9,2014-5-19 13:29:48
3567563805,0,9,2014-5-19 13:32:11
3567367197,0,9,2014-5-19 13:32:30
4106531357,0,9,2014-5-19 13:47:38
4094866461,0,9,2014-5-19 13:47:45
80261661,0,9,2014-5-19 13:47:47
3833443101,0,9,2014-5-19 13:50:20
3022042141,0,9,2014-5-19 13:50:23
1679143709,0,9,2014-5-19 14:05:49
3030299677,0,9,2014-5-19 14:21:16
2484712221,0,9,2014-5-19 14:24:45
3298538525,0,9,2014-5-19 14:39:39
2753409821,0,9,2014-5-19 15:07:34
1679799325,0,9,2014-5-19 15:35:27
72332317,0,9,2014-5-19 16:09:30
3558716189,0,10,2014-5-20 10:11:07
3300832029,0,10,2014-5-20 10:11:10
1412019229,0,10,2014-5-20 10:11:44
3300832029,0,10,2014-5-20 10:19:21
80261917,0,10,2014-5-20 10:31:35
605139997,0,10,2014-5-20 10:31:38
616740125,0,10,2014-5-20 10:32:37
1947972637,0,10,2014-5-20 10:33:10
1420407837,0,10,2014-5-20 10:33:12
4105876253,0,10,2014-5-20 10:33:14
3836523549,0,10,2014-5-20 10:34:08
2495394333,0,10,2014-5-20 10:34:49
2225976605,0,10,2014-5-20 10:45:26
1690285341,0,10,2014-5-20 10:49:19
885240605,0,10,2014-5-20 10:49:24
2753410077,0,10,2014-5-20 11:46:40
2493821981,0,10,2014-5-20 11:47:08
4108629277,0,10,2014-5-20 11:48:07
4106138141,0,10,2014-5-20 11:48:28
1686745885,0,10,2014-5-20 11:48:30
3298735133,0,10,2014-5-20 11:50:19
2766844445,0,10,2014-5-20 12:00:04
1424602397,0,10,2014-5-20 12:27:07
2762847517,0,10,2014-5-20 12:27:13
1151644701,0,10,2014-5-20 12:36:13
345682973,0,10,2014-5-20 12:36:26
1410118685,0,10,2014-5-20 12:37:47
1424863773,0,10,2014-5-20 12:37:49
3288904733,0,10,2014-5-20 12:46:14
79213853,0,10,2014-5-20 12:53:58
1690285341,0,10,2014-5-20 13:24:20
885240605,0,10,2014-5-20 13:24:25
1690285341,0,10,2014-5-20 13:24:29
885240605,0,10,2014-5-20 13:24:34
1690285341,0,10,2014-5-20 13:24:38
885240605,0,10,2014-5-20 13:24:44
1415820317,0,10,2014-5-20 13:41:05
2495198493,0,10,2014-5-20 13:41:08
1153217565,0,10,2014-5-20 13:41:12
2225910813,0,10,2014-5-20 13:43:24
346272797,0,10,2014-5-20 13:43:27
2215097373,0,10,2014-5-20 14:02:03
3030496285,0,10,2014-5-20 14:08:42
1693102877,0,10,2014-5-20 14:08:45
2225910813,0,10,2014-5-20 14:15:25
346272797,0,10,2014-5-20 14:15:28
350795037,0,10,2014-5-20 14:22:10
3829117981,0,10,2014-5-20 14:22:13
1958130973,0,10,2014-5-20 14:25:52
1960293661,0,10,2014-5-20 14:31:44
1415754781,0,10,2014-5-20 14:35:27
346731549,0,10,2014-5-20 14:57:21
2763764765,0,10,2014-5-20 15:10:23
606712861,0,10,2014-5-20 15:16:36
3299259677,0,10,2014-5-20 15:16:38
1958130973,0,10,2014-5-20 15:22:58
1954722845,0,10,2014-5-20 15:34:55
616739357,0,10,2014-5-20 15:40:09
1948562461,0,10,2014-5-20 15:40:11
1156952605,0,10,2014-5-20 15:51:12
3840651805,0,10,2014-5-20 15:57:12
2752623389,0,10,2014-5-20 15:57:15
2217325597,0,10,2014-5-20 15:57:19
2229318173,0,10,2014-5-20 15:57:27
1154069533,0,10,2014-5-20 15:57:29
2493953309,0,10,2014-5-20 15:57:33
4109087261,0,10,2014-5-20 15:57:35
1678685213,0,10,2014-5-20 16:22:19
3313938460,0,11,2014-5-21 8:33:41
2494739741,0,11,2014-5-21 9:07:17
71480349,0,11,2014-5-21 9:07:26
1957803293,0,11,2014-5-21 9:07:28
1155249437,0,11,2014-5-21 9:07:32
1958589469,0,11,2014-5-21 9:25:49
70038557,0,11,2014-5-21 9:25:53
4108038685,0,11,2014-5-21 9:25:55
1959441181,0,11,2014-5-21 9:50:13
2229907997,0,11,2014-5-21 9:53:08
2498147101,0,11,2014-5-21 9:55:06
1946727197,0,11,2014-5-21 10:03:03
2227221533,0,11,2014-5-21 10:03:04
339457053,0,11,2014-5-21 10:03:31
1958458397,0,11,2014-5-21 10:03:36
339457053,0,11,2014-5-21 10:03:39
1155707677,0,11,2014-5-21 10:03:41
1146860573,0,11,2014-5-21 10:08:47
3826299933,0,11,2014-5-21 10:08:52
3294016541,0,11,2014-5-21 10:08:54
3826299933,0,11,2014-5-21 10:08:57
3026695197,0,11,2014-5-21 10:09:00
3826299933,0,11,2014-5-21 10:09:05
3294016541,0,11,2014-5-21 10:09:10
608613405,0,11,2014-5-21 10:13:40
2489693213,0,11,2014-5-21 10:15:27
1684255773,0,11,2014-5-21 10:15:29
1961210397,0,11,2014-5-21 10:15:31
4108759581,0,11,2014-5-21 10:15:33
337163293,0,11,2014-5-21 10:21:59
3558847517,0,11,2014-5-21 10:22:03
73315357,0,11,2014-5-21 10:22:06
2495591453,0,11,2014-5-21 10:22:11
2762585117,0,11,2014-5-21 10:31:00
74757149,0,11,2014-5-21 10:31:02
72528925,0,11,2014-5-21 10:31:15
1947382557,0,11,2014-5-21 10:31:17
2496573981,0,11,2014-5-21 10:31:20
3571102237,0,11,2014-5-21 10:31:23
2759832349,0,11,2014-5-21 10:32:00
1416016925,0,11,2014-5-21 10:32:04
1155838749,0,11,2014-5-21 10:34:47
610579485,0,11,2014-5-21 10:36:06
3290215453,0,11,2014-5-21 10:49:48
2498474781,0,11,2014-5-21 10:49:50
3836130589,0,11,2014-5-21 10:49:52
2491528221,0,11,2014-5-21 10:49:53
2220471325,0,11,2014-5-21 10:55:17
4108300829,0,11,2014-5-21 10:55:20
1411691549,0,11,2014-5-21 10:55:48
3569201693,0,11,2014-5-21 10:55:50
1961538077,0,11,2014-5-21 10:55:53
3302339101,0,11,2014-5-21 10:55:56
2220340253,0,11,2014-5-21 10:56:02
2488054813,0,11,2014-5-21 10:56:05
2216342557,0,11,2014-5-21 10:56:14
2229580573,0,11,2014-5-21 10:56:18
1156231965,0,11,2014-5-21 10:56:20
3034624797,0,11,2014-5-21 10:56:24
608154653,0,11,2014-5-21 10:56:27
1147188253,0,11,2014-5-21 10:56:28
1415427101,0,11,2014-5-21 10:56:30
3031217437,0,11,2014-5-21 10:56:32
75805469,0,11,2014-5-21 10:56:34
69579805,0,11,2014-5-21 10:56:36
3298669597,0,11,2014-5-21 10:56:38
3569071389,0,11,2014-5-21 10:57:01
82620957,0,11,2014-5-21 10:57:05
1953018909,0,11,2014-5-21 11:07:46
2484777757,0,11,2014-5-21 11:09:32
3021452061,0,11,2014-5-21 11:09:35
3291329565,0,11,2014-5-21 11:13:38
2753016861,0,11,2014-5-21 11:13:41
3563435037,0,11,2014-5-21 11:13:44
3021976605,0,11,2014-5-21 11:14:40
1957279005,0,11,2014-5-21 11:15:27
1156035357,0,11,2014-5-21 11:15:32
611693597,0,11,2014-5-21 11:15:34
1154593821,0,11,2014-5-21 11:17:48
3559109661,0,11,2014-5-21 11:17:51
3290084125,0,11,2014-5-21 11:24:54
80523805,0,11,2014-5-21 11:26:47
3569594909,0,11,2014-5-21 11:27:23
2758259741,0,11,2014-5-21 11:27:45
335983645,0,11,2014-5-21 11:27:52
2495656989,0,11,2014-5-21 11:27:55
1415427101,0,11,2014-5-21 11:29:47
1686025245,0,11,2014-5-21 11:31:09
3565466653,0,11,2014-5-21 11:31:11
3301225245,0,11,2014-5-21 11:31:14
1691268381,0,11,2014-5-21 11:31:52
2497425949,0,11,2014-5-21 11:33:11
3829183517,0,11,2014-5-21 11:37:17
889106973,0,11,2014-5-21 11:37:19
2328968123,0,11,2014-5-21 11:37:53
3289756701,0,11,2014-5-21 11:38:47
